,Year,CO2 (ppmv),CH4 Concentration (PPBV),EDC_Temp,ML_CO2Mean,ML_CH4Mean,IrishMeanTempDegreesC,AnnualMean_AirTemp,AnnualAnomaly_AirTemp,AnnualMean_WaterTemp,AnnualAnomaly_WaterTemp,FiveYearMean_AirTemp,FiveYearAnomaly_AirTemp,FiveYearMean_WaterTemp,FiveYearAnomaly_WaterTemp
2435,-48412,,,-7.06,,,,,,,,,,,
2436,-48461,,,-7.05,,,,,,,,,,,
2437,-48509,,,-5.64,,,,,,,,,,,
2438,-48554,,,-7.17,,,,,,,,,,,
2439,-48577,207.40999031146947,,,,,,,,,,,,,
2440,-48602,,,-7.43,,,,,,,,,,,
2441,-48652,,,-8.11,,,,,,,,,,,
2442,-48703,,,-6.25,,,,,,,,,,,
2443,-48751,,,-7.02,,,,,,,,,,,
2444,-48799,,,-7.48,,,,,,,,,,,
2445,-48805,,514.0,,,,,,,,,,,,
2446,-48848,,,-6.59,,,,,,,,,,,
2447,-48897,,,-7.5,,,,,,,,,,,
2448,-48946,,,-7.37,,,,,,,,,,,
2449,-48996,,,-6.69,,,,,,,,,,,
2450,-49044,,,-6.71,,,,,,,,,,,
2451,-49079,207.63643592103043,,,,,,,,,,,,,
2452,-49091,,,-7.84,,,,,,,,,,,
2453,-49143,,,-7.38,,,,,,,,,,,
2454,-49193,,,-7.38,,,,,,,,,,,
2455,-49243,,,-7.22,,,,,,,,,,,
2456,-49293,,,-6.95,,,,,,,,,,,
2457,-49341,,,-7.02,,,,,,,,,,,
2458,-49390,,,-6.77,,,,,,,,,,,
2459,-49437,,,-7.21,,,,,,,,,,,
2460,-49481,211.57084710504336,,,,,,,,,,,,,
2461,-49486,,,-6.61,,,,,,,,,,,
2462,-49533,,,-6.42,,,,,,,,,,,
2463,-49579,,,-5.98,,,,,,,,,,,
2464,-49625,,,-7.41,,,,,,,,,,,
2465,-49673,,,-6.57,,,,,,,,,,,
2466,-49721,,,-7.35,,,,,,,,,,,
2467,-49769,,,-6.11,,,,,,,,,,,
2468,-49816,,,-6.64,,,,,,,,,,,
2469,-49829,215.07712976760632,,,,,,,,,,,,,
2470,-49862,,,-5.49,,,,,,,,,,,
2471,-49905,,,-6.81,,,,,,,,,,,
2472,-49952,,,-6.26,,,,,,,,,,,
2473,-49997,,,-5.97,,,,,,,,,,,
2474,-50040,,,-4.62,,,,,,,,,,,
2475,-50083,,,-6.36,,,,,,,,,,,
2476,-50125,,,-5.24,,,,,,,,,,,
2477,-50136,213.81781717736385,,,,,,,,,,,,,
2478,-50168,,,-6.23,,,,,,,,,,,
2479,-50213,,,-7.27,,,,,,,,,,,
2480,-50262,,,-6.32,,,,,,,,,,,
2481,-50309,,,-6.86,,,,,,,,,,,
2482,-50356,,,-6.32,,,,,,,,,,,
2483,-50402,,,-6.75,,,,,,,,,,,
2484,-50434,219.08254103386616,,,,,,,,,,,,,
2485,-50449,,,-6.07,,,,,,,,,,,
2486,-50494,,,-5.66,,,,,,,,,,,
2487,-50538,,,-7.04,,,,,,,,,,,
2488,-50585,,,-5.97,,,,,,,,,,,
2489,-50623,220.7236106732058,,,,,,,,,,,,,
2490,-50630,,,-6.35,,,,,,,,,,,
2491,-50637,,528.0,,,,,,,,,,,,
2492,-50675,,,-5.28,,,,,,,,,,,
2493,-50718,,,-6.72,,,,,,,,,,,
2494,-50764,,,-6.11,,,,,,,,,,,
2495,-50808,,,-4.61,,,,,,,,,,,
2496,-50850,221.1479059817251,,-6.11,,,,,,,,,,,
2497,-50893,,,-6.18,,,,,,,,,,,
2498,-50938,,,-6.62,,,,,,,,,,,
2499,-50985,,,-6.82,,,,,,,,,,,
2500,-51033,,,-6.33,,,,,,,,,,,
2501,-51077,,,-4.25,,,,,,,,,,,
2502,-51118,,,-5.75,,,,,,,,,,,
2503,-51158,223.71721395019227,,,,,,,,,,,,,
2504,-51160,,,-6.18,,,,,,,,,,,
2505,-51204,,,-5.08,,,,,,,,,,,
2506,-51245,,,-5.41,,,,,,,,,,,
2507,-51287,,,-5.03,,,,,,,,,,,
2508,-51328,,,-5.18,,,,,,,,,,,
2509,-51369,,,-4.95,,,,,,,,,,,
2510,-51409,,,-4.92,,,,,,,,,,,
2511,-51450,223.261990272584,,-4.99,,,,,,,,,,,
2512,-51490,,,-5.29,,,,,,,,,,,
2513,-51533,,,-6.18,,,,,,,,,,,
2514,-51577,,,-6.3,,,,,,,,,,,
2515,-51622,,,-6.08,,,,,,,,,,,
2516,-51668,,,-7.19,,,,,,,,,,,
2517,-51716,,,-6.87,,,,,,,,,,,
2518,-51764,,,-6.66,,,,,,,,,,,
2519,-51811,,,-5.54,,,,,,,,,,,
2520,-51854,,,-6.25,,,,,,,,,,,
2521,-51856,221.13790909272413,,,,,,,,,,,,,
2522,-51899,,,-5.54,,,,,,,,,,,
2523,-51943,,,-6.52,,,,,,,,,,,
2524,-51988,,,-6.25,,,,,,,,,,,
2525,-52034,,,-6.67,,,,,,,,,,,
2526,-52081,,,-6.5,,,,,,,,,,,
2527,-52128,,,-6.98,,,,,,,,,,,
2528,-52175,,,-5.66,,,,,,,,,,,
2529,-52206,220.3743647767866,,,,,,,,,,,,,
2530,-52219,,,-5.96,,,,,,,,,,,
2531,-52264,,,-5.83,,,,,,,,,,,
2532,-52307,,,-5.42,,,,,,,,,,,
2533,-52351,,,-7.04,,,,,,,,,,,
2534,-52398,,,-6.9,,,,,,,,,,,
2535,-52437,217.95673832028174,,,,,,,,,,,,,
2536,-52446,,,-6.86,,,,,,,,,,,
2537,-52495,,,-7.4,,,,,,,,,,,
2538,-52545,,,-7.4,,,,,,,,,,,
2539,-52595,,,-6.79,,,,,,,,,,,
2540,-52624,,442.0,,,,,,,,,,,,
2541,-52644,,,-7.62,,,,,,,,,,,
2542,-52695,,,-7.9,,,,,,,,,,,
2543,-52744,213.88701388029443,,,,,,,,,,,,,
2544,-52747,,,-7.37,,,,,,,,,,,
2545,-52798,,,-7.39,,,,,,,,,,,
2546,-52847,,,-5.94,,,,,,,,,,,
2547,-52894,,,-6.6,,,,,,,,,,,
2548,-52940,,,-6.76,,,,,,,,,,,
2549,-52988,,,-6.14,,,,,,,,,,,
2550,-53033,,,-5.79,,,,,,,,,,,
2551,-53064,216.8579026931373,,,,,,,,,,,,,
2552,-53077,,,-6.93,,,,,,,,,,,
2553,-53125,,,-6.82,,,,,,,,,,,
2554,-53172,,,-6.04,,,,,,,,,,,
2555,-53219,,,-7.05,,,,,,,,,,,
2556,-53266,,,-6.85,,,,,,,,,,,
2557,-53314,,,-6.34,,,,,,,,,,,
2558,-53343,208.19350573591464,,,,,,,,,,,,,
2559,-53361,,,-6.59,,,,,,,,,,,
2560,-53409,,,-7.81,,,,,,,,,,,
2561,-53459,,,-6.79,,,,,,,,,,,
2562,-53508,,,-6.77,,,,,,,,,,,
2563,-53556,,,-6.81,,,,,,,,,,,
2564,-53603,214.7766439566713,,,,,,,,,,,,,
2565,-53604,,,-7.19,,,,,,,,,,,
2566,-53654,,,-7.37,,,,,,,,,,,
2567,-53704,,,-7.91,,,,,,,,,,,
2568,-53758,,,-8.33,,,,,,,,,,,
2569,-53812,,,-7.32,,,,,,,,,,,
2570,-53863,,,-7.35,,,,,,,,,,,
2571,-53914,,,-8.13,,,,,,,,,,,
2572,-53959,210.2748744860088,,,,,,,,,,,,,
2573,-53968,,,-8.38,,,,,,,,,,,
2574,-54022,,,-6.75,,,,,,,,,,,
2575,-54073,,,-8.67,,,,,,,,,,,
2576,-54127,,,-7.37,,,,,,,,,,,
2577,-54179,,,-7.29,,,,,,,,,,,
2578,-54228,,,-6.52,,,,,,,,,,,
2579,-54276,,,-6.88,,,,,,,,,,,
2580,-54287,207.67411308560085,,,,,,,,,,,,,
2581,-54326,,,-8.08,,,,,,,,,,,
2582,-54377,,,-6.63,,,,,,,,,,,
2583,-54426,,,-7.0,,,,,,,,,,,
2584,-54475,,,-7.1,,,,,,,,,,,
2585,-54524,,,-7.21,,,,,,,,,,,
2586,-54553,212.4366913146648,,,,,,,,,,,,,
2587,-54574,,,-6.64,,,,,,,,,,,
2588,-54621,,,-6.46,,,,,,,,,,,
2589,-54669,,,-7.61,,,,,,,,,,,
2590,-54670,,411.0,,,,,,,,,,,,
2591,-54719,,,-6.52,,,,,,,,,,,
2592,-54767,,,-7.18,,,,,,,,,,,
2593,-54817,,,-6.36,,,,,,,,,,,
2594,-54863,,,-6.13,,,,,,,,,,,
2595,-54908,,,-6.56,,,,,,,,,,,
2596,-54954,,,-5.32,,,,,,,,,,,
2597,-54999,,,-6.83,,,,,,,,,,,
2598,-55044,,,-6.25,,,,,,,,,,,
2599,-55091,,,-6.37,,,,,,,,,,,
2600,-55136,,,-5.72,,,,,,,,,,,
2601,-55180,,,-5.2,,,,,,,,,,,
2602,-55222,,,-5.99,,,,,,,,,,,
2603,-55260,215.69652704379405,,,,,,,,,,,,,
2604,-55266,,,-4.97,,,,,,,,,,,
2605,-55308,,,-5.7,,,,,,,,,,,
2606,-55351,,,-5.58,,,,,,,,,,,
2607,-55396,,,-7.79,,,,,,,,,,,
2608,-55445,,,-6.66,,,,,,,,,,,
2609,-55493,,,-5.97,,,,,,,,,,,
2610,-55526,217.37632438255054,,,,,,,,,,,,,
2611,-55538,,,-5.75,,,,,,,,,,,
2612,-55582,,,-6.43,,,,,,,,,,,
2613,-55629,,,-6.61,,,,,,,,,,,
2614,-55676,,,-5.83,,,,,,,,,,,
2615,-55720,,,-5.23,,,,,,,,,,,
2616,-55763,,,-6.95,,,,,,,,,,,
2617,-55811,,,-7.16,,,,,,,,,,,
2618,-55860,,,-6.82,,,,,,,,,,,
2619,-55893,223.71829246142204,,,,,,,,,,,,,
2620,-55908,,,-6.23,,,,,,,,,,,
2621,-55954,,,-6.2,,,,,,,,,,,
2622,-55999,,,-5.97,,,,,,,,,,,
2623,-56044,,,-6.1,,,,,,,,,,,
2624,-56089,,,-5.25,,,,,,,,,,,
2625,-56131,,,-6.57,,,,,,,,,,,
2626,-56177,,,-5.28,,,,,,,,,,,
2627,-56221,,,-5.98,,,,,,,,,,,
2628,-56263,,,-4.42,,,,,,,,,,,
2629,-56267,224.35339767076476,,,,,,,,,,,,,
2630,-56305,,,-6.03,,,,,,,,,,,
2631,-56347,,,-5.03,,,,,,,,,,,
2632,-56389,,,-4.92,,,,,,,,,,,
2633,-56430,,,-5.86,,,,,,,,,,,
2634,-56473,,,-5.66,,,,,,,,,,,
2635,-56483,223.14855036746204,,,,,,,,,,,,,
2636,-56517,,,-6.42,,,,,,,,,,,
2637,-56561,,,-4.83,,,,,,,,,,,
2638,-56603,,,-4.6,,,,,,,,,,,
2639,-56642,,,-5.19,,,,,,,,,,,
2640,-56684,,,-5.44,,,,,,,,,,,
2641,-56715,,414.0,,,,,,,,,,,,
2642,-56726,,,-5.64,,,,,,,,,,,
2643,-56768,,,-4.89,,,,,,,,,,,
2644,-56810,,,-5.93,,,,,,,,,,,
2645,-56854,,,-5.8,,,,,,,,,,,
2646,-56898,,,-6.08,,,,,,,,,,,
2647,-56943,,,-5.78,,,,,,,,,,,
2648,-56987,,,-5.9,,,,,,,,,,,
2649,-57031,,,-5.8,,,,,,,,,,,
2650,-57075,,,-5.71,,,,,,,,,,,
2651,-57118,,,-5.41,,,,,,,,,,,
2652,-57155,231.29357613421678,,,,,,,,,,,,,
2653,-57161,,,-5.36,,,,,,,,,,,
2654,-57203,,,-7.08,,,,,,,,,,,
2655,-57252,,,-4.53,,,,,,,,,,,
2656,-57292,,,-6.16,,,,,,,,,,,
2657,-57337,,,-6.26,,,,,,,,,,,
2658,-57383,,,-7.3,,,,,,,,,,,
2659,-57430,226.35329184425117,,,,,,,,,,,,,
2660,-57431,,,-6.1,,,,,,,,,,,
2661,-57476,,,-4.82,,,,,,,,,,,
2662,-57519,,,-6.28,,,,,,,,,,,
2663,-57564,,,-6.55,,,,,,,,,,,
2664,-57611,,,-6.19,,,,,,,,,,,
2665,-57656,,,-5.85,,,,,,,,,,,
2666,-57701,,,-7.15,,,,,,,,,,,
2667,-57750,,,-6.9,,,,,,,,,,,
2668,-57783,223.45481611599993,,,,,,,,,,,,,
2669,-57798,,,-5.32,,,,,,,,,,,
2670,-57842,,,-5.9,,,,,,,,,,,
2671,-57885,,,-5.92,,,,,,,,,,,
2672,-57930,,,-5.72,,,,,,,,,,,
2673,-57975,,,-7.27,,,,,,,,,,,
2674,-58023,,,-6.35,,,,,,,,,,,
2675,-58070,,,-6.78,,,,,,,,,,,
2676,-58118,,,-6.67,,,,,,,,,,,
2677,-58159,216.66068075629482,,,,,,,,,,,,,
2678,-58166,,,-7.25,,,,,,,,,,,
2679,-58216,,,-7.33,,,,,,,,,,,
2680,-58267,,,-6.92,,,,,,,,,,,
2681,-58316,,,-6.66,,,,,,,,,,,
2682,-58364,,,-7.48,,,,,,,,,,,
2683,-58415,,,-6.97,,,,,,,,,,,
2684,-58423,212.87091028761074,,,,,,,,,,,,,
2685,-58464,,,-6.25,,,,,,,,,,,
2686,-58510,,,-7.25,,,,,,,,,,,
2687,-58560,,,-6.73,,,,,,,,,,,
2688,-58566,217.25313232793502,,,,,,,,,,,,,
2689,-58608,,,-6.07,,,,,,,,,,,
2690,-58653,,,-5.79,,,,,,,,,,,
2691,-58699,,,-7.22,,,,,,,,,,,
2692,-58722,,415.0,,,,,,,,,,,,
2693,-58748,,,-6.91,,,,,,,,,,,
2694,-58797,,,-7.24,,,,,,,,,,,
2695,-58847,,,-7.52,,,,,,,,,,,
2696,-58867,213.77895408048403,,,,,,,,,,,,,
2697,-58898,,,-6.68,,,,,,,,,,,
2698,-58947,,,-6.45,,,,,,,,,,,
2699,-58994,,,-7.13,,,,,,,,,,,
2700,-59044,,,-7.77,,,,,,,,,,,
2701,-59095,,,-6.43,,,,,,,,,,,
2702,-59110,207.954258455404,,,,,,,,,,,,,
2703,-59144,,,-7.13,,,,,,,,,,,
2704,-59193,,,-6.86,,,,,,,,,,,
2705,-59242,,,-7.09,,,,,,,,,,,
2706,-59284,210.56770709704924,,,,,,,,,,,,,
2707,-59292,,,-7.32,,,,,,,,,,,
2708,-59343,,,-7.39,,,,,,,,,,,
2709,-59393,,,-7.01,,,,,,,,,,,
2710,-59445,,,-8.11,,,,,,,,,,,
2711,-59498,,,-7.6,,,,,,,,,,,
2712,-59550,,,-6.96,,,,,,,,,,,
2713,-59600,,,-7.44,,,,,,,,,,,
2714,-59604,210.90340290966515,,,,,,,,,,,,,
2715,-59652,,,-7.77,,,,,,,,,,,
2716,-59704,,,-7.52,,,,,,,,,,,
2717,-59756,,,-7.26,,,,,,,,,,,
2718,-59808,,,-7.62,,,,,,,,,,,
2719,-59860,,,-7.77,,,,,,,,,,,
2720,-59913,,,-8.37,,,,,,,,,,,
2721,-59950,206.3768851547348,,,,,,,,,,,,,
2722,-59969,,,-8.22,,,,,,,,,,,
2723,-60025,,,-8.94,,,,,,,,,,,
2724,-60084,,,-8.17,,,,,,,,,,,
2725,-60140,,,-7.94,,,,,,,,,,,
2726,-60194,,,-8.05,,,,,,,,,,,
2727,-60249,,,-8.19,,,,,,,,,,,
2728,-60305,,,-8.6,,,,,,,,,,,
2729,-60362,,,-8.86,,,,,,,,,,,
2730,-60421,,,-8.57,,,,,,,,,,,
2731,-60478,,,-7.25,,,,,,,,,,,
2732,-60530,,,-8.91,,,,,,,,,,,
2733,-60589,,,-8.89,,,,,,,,,,,
2734,-60602,202.5567478249938,,,,,,,,,,,,,
2735,-60649,,,-8.85,,,,,,,,,,,
2736,-60708,,,-8.53,,,,,,,,,,,
2737,-60765,,,-8.24,,,,,,,,,,,
2738,-60822,,,-9.17,,,,,,,,,,,
2739,-60824,202.7086782342372,,,,,,,,,,,,,
2740,-60883,,,-9.47,,,,,,,,,,,
2741,-60908,,434.0,,,,,,,,,,,,
2742,-60945,,,-8.6,,,,,,,,,,,
2743,-61003,,,-8.41,,,,,,,,,,,
2744,-61010,200.14813320360096,,,,,,,,,,,,,
2745,-61063,,,-10.19,,,,,,,,,,,
2746,-61130,,,-9.27,,,,,,,,,,,
2747,-61192,,,-9.22,,,,,,,,,,,
2748,-61253,,,-9.41,,,,,,,,,,,
2749,-61316,,,-8.95,,,,,,,,,,,
2750,-61376,,,-9.3,,,,,,,,,,,
2751,-61438,,,-9.05,,,,,,,,,,,
2752,-61499,,,-8.83,,,,,,,,,,,
2753,-61558,,,-8.49,,,,,,,,,,,
2754,-61605,197.40343593339372,,,,,,,,,,,,,
2755,-61614,,,-6.68,,,,,,,,,,,
2756,-61665,,,-6.82,,,,,,,,,,,
2757,-61716,,,-8.34,,,,,,,,,,,
2758,-61770,,,-6.63,,,,,,,,,,,
2759,-61821,,,-8.87,,,,,,,,,,,
2760,-61879,,,-7.88,,,,,,,,,,,
2761,-61934,,,-7.86,,,,,,,,,,,
2762,-61946,197.24236643525396,,,,,,,,,,,,,
2763,-61988,,,-7.12,,,,,,,,,,,
2764,-62040,,,-7.45,,,,,,,,,,,
2765,-62093,,,-8.53,,,,,,,,,,,
2766,-62151,,,-9.08,,,,,,,,,,,
2767,-62163,199.7280299125443,,,,,,,,,,,,,
2768,-62210,,,-8.38,,,,,,,,,,,
2769,-62269,,,-8.78,,,,,,,,,,,
2770,-62328,,,-9.32,,,,,,,,,,,
2771,-62390,,,-8.71,,,,,,,,,,,
2772,-62449,,,-8.24,,,,,,,,,,,
2773,-62507,,,-8.82,,,,,,,,,,,
2774,-62567,,,-9.11,,,,,,,,,,,
2775,-62628,,,-8.4,,,,,,,,,,,
2776,-62686,,,-9.24,,,,,,,,,,,
2777,-62707,203.69546669849038,,,,,,,,,,,,,
2778,-62747,,,-8.3,,,,,,,,,,,
2779,-62806,,,-9.34,,,,,,,,,,,
2780,-62868,,,-9.01,,,,,,,,,,,
2781,-62917,201.67027938028278,,,,,,,,,,,,,
2782,-62929,,,-8.82,,,,,,,,,,,
2783,-62990,,,-8.89,,,,,,,,,,,
2784,-63049,,,-7.72,,,,,,,,,,,
2785,-63096,199.17080568979725,,,,,,,,,,,,,
2786,-63104,,,-7.72,,,,,,,,,,,
2787,-63161,,,-9.77,,,,,,,,,,,
2788,-63224,,,-8.36,,,,,,,,,,,
2789,-63265,,424.0,,,,,,,,,,,,
2790,-63283,,,-9.03,,,,,,,,,,,
2791,-63344,,,-8.67,,,,,,,,,,,
2792,-63404,,,-9.14,,,,,,,,,,,
2793,-63466,,,-9.42,,,,,,,,,,,
2794,-63529,,,-8.79,,,,,,,,,,,
2795,-63590,,,-9.56,,,,,,,,,,,
2796,-63596,208.9757824141881,,,,,,,,,,,,,
2797,-63653,,,-8.46,,,,,,,,,,,
2798,-63714,,,-9.0,,,,,,,,,,,
2799,-63775,,,-9.36,,,,,,,,,,,
2800,-63814,198.17360428453378,,,,,,,,,,,,,
2801,-63838,,,-9.59,,,,,,,,,,,
2802,-63903,,,-8.78,,,,,,,,,,,
2803,-63964,,,-9.29,,,,,,,,,,,
2804,-63987,200.59108353507256,,,,,,,,,,,,,
2805,-64027,,,-9.58,,,,,,,,,,,
2806,-64092,,,-9.48,,,,,,,,,,,
2807,-64157,,,-9.17,,,,,,,,,,,
2808,-64221,,,-9.81,,,,,,,,,,,
2809,-64287,,,-9.2,,,,,,,,,,,
2810,-64350,,,-9.11,,,,,,,,,,,
2811,-64412,,,-8.83,,,,,,,,,,,
2812,-64474,,,-9.04,,,,,,,,,,,
2813,-64489,204.3859977224767,,,,,,,,,,,,,
2814,-64535,,,-7.85,,,,,,,,,,,
2815,-64592,,,-9.71,,,,,,,,,,,
2816,-64656,,,-8.67,,,,,,,,,,,
2817,-64718,,,-8.46,,,,,,,,,,,
2818,-64777,,,-9.21,,,,,,,,,,,
2819,-64840,,,-9.23,,,,,,,,,,,
2820,-64903,,,-8.5,,,,,,,,,,,
2821,-64964,,,-9.01,,,,,,,,,,,
2822,-65009,207.20522458616006,,,,,,,,,,,,,
2823,-65026,,,-9.61,,,,,,,,,,,
2824,-65091,,,-8.82,,,,,,,,,,,
2825,-65154,,,-9.39,,,,,,,,,,,
2826,-65218,,,-9.26,,,,,,,,,,,
2827,-65282,,,-9.44,,,,,,,,,,,
2828,-65347,,,-8.86,,,,,,,,,,,
2829,-65364,201.14189964947187,,,,,,,,,,,,,
2830,-65409,,,-8.9,,,,,,,,,,,
2831,-65446,,458.0,,,,,,,,,,,,
2832,-65471,,,-9.4,,,,,,,,,,,
2833,-65535,,,-8.78,,,,,,,,,,,
2834,-65596,,,-7.81,,,,,,,,,,,
2835,-65654,,,-9.11,,,,,,,,,,,
2836,-65716,,,-9.12,,,,,,,,,,,
2837,-65779,203.758804582249,,,,,,,,,,,,,
